a_abs_0_hi	0	complete	0000 0000            dc.l (abs(0))>>32		0	00000000EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_0_lo	0	complete	0000 0000            dc.l (abs(0))&$FFFFFFFF		0	00000000EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_12_hi	0	complete	0000 0000            dc.l (abs(12))>>32		0	00000000EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_12_lo	0	complete	0000 000C            dc.l (abs(12))&$FFFFFFFF		0	0000000CEEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_1_hi	0	complete	0000 0000            dc.l (abs(1))>>32		0	00000000EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_1_lo	0	complete	0000 0001            dc.l (abs(1))&$FFFFFFFF		0	00000001EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_2_hi	0	complete	0000 0000            dc.l (abs(2))>>32		0	00000000EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_2_lo	0	complete	0000 0002            dc.l (abs(2))&$FFFFFFFF		0	00000002EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_353_hi	0	complete	0000 0000            dc.l (abs(353))>>32		0	00000000EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_353_lo	0	complete	0000 0161            dc.l (abs(353))&$FFFFFFFF		0	00000161EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_3_hi	0	complete	0000 0000            dc.l (abs(3))>>32		0	00000000EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_3_lo	0	complete	0000 0003            dc.l (abs(3))&$FFFFFFFF		0	00000003EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_5_hi	0	complete	0000 0000            dc.l (abs(5))>>32		0	00000000EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_5_lo	0	complete	0000 0005            dc.l (abs(5))&$FFFFFFFF		0	00000005EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_6_hi	0	complete	0000 0000            dc.l (abs(6))>>32		0	00000000EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_6_lo	0	complete	0000 0006            dc.l (abs(6))&$FFFFFFFF		0	00000006EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_7_hi	0	complete	0000 0000            dc.l (abs(7))>>32		0	00000000EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_7_lo	0	complete	0000 0007            dc.l (abs(7))&$FFFFFFFF		0	00000007EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_8_hi	0	complete	0000 0000            dc.l (abs(8))>>32		0	00000000EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_8_lo	0	complete	0000 0008            dc.l (abs(8))&$FFFFFFFF		0	00000008EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_empty	0	complete	0000 0000            dc.l abs()		1		a_abs_empty.asm(4):7: error: bad long expression
a_abs_empty_int	0	complete	0000 0000            dc.l INT(abs())		1		a_abs_empty_int.asm(4):7: error: int(): could not evaluate float expression
a_abs_emptyparen	0	complete	0000 0000            dc.l abs(())		0	00000000EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_equ	0	complete	=$5                  X equ abs(5)		0	00000005EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_f0p0_bare	2	complete	                     dc.l abs(0.0)	error #1133: expected integer or string, but got floating point number;	1		a_abs_f0p0_bare.asm(4):11: error: floating point value where an integer is required (wrap it in `int(...)`)
a_abs_f0p0_int	0	complete	0000 0000            dc.l INT(abs(0.0))		0	00000000EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_f0p5_bare	2	complete	                     dc.l abs(0.5)	error #1133: expected integer or string, but got floating point number;	1		a_abs_f0p5_bare.asm(4):11: error: floating point value where an integer is required (wrap it in `int(...)`)
a_abs_f0p5_int	0	complete	0000 0000            dc.l INT(abs(0.5))		0	00000000EEbuilt:5bytes,nofilewritten(pass-o<path>towriteone)	
a_abs_f2p5_bare	2	complete	                     dc.l abs(2.5)	error #1133: expected integer or string, but got floating point number;	1		a_abs_f2p5_bare.asm(4):11: error: floating point value where an integer is required (wrap it in `int(...)`)
